"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Equatorial Guinea","GNQ","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1568","1751","1812","1551","1882","1628","1797","1836","1574","1669","1854","1811","1930","1657","1414","1337","958","832","755","1072","1263","1192","1109","1104","1252","640","653","","",
"Grenada","GRD","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6795","6870.5","7001","7057.5","7155.5","7527.5","7667.5","7428.5","7383.5","7442.5","7985","8092","7476","7625.5","8073","6591","7348","7535.5","7722","7738","7609.161","7653.455","6623","6560","7751.606","4854.225","2907.5","","",
"Hong Kong SAR, China","HKG","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1139","1205","1158","1092","1137","1252","1241","1195","1163","1213","1266","1362","1611","1810","1835","1742","1486","1104","948","927","951","836","745","756","734","449","540","","",
"Haiti","HTI","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8336","8582","8672","8884","9514","9693","10005","10531","10286","10544","9880","9584","8752","8293","8073","7692","7806","7806","7843","7738","7609.161","7653.455","7730.982","7769.56","7751.606","4854.225","5435.389","","",
"IBRD only","IBD","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1876","1776","1360","1265.5","1137","1236","1181","1122","1039","1220.5","1317","1421","2308.5","2039","2245.225","1811","2068","1876","2413.241413","1811","1964.330166","2336","2468.088213","2929.531663","2200.050277","","","","",
"IDA & IBRD total","IBT","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.5","813","789","571","461","614.5","870","593","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408","384","436","346.8","302","327.1","302.8","308.5","","400.9125","324","","284.5","377.477","","","494.747","","","","","","","","","","","","",
"Indonesia","IDN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19228","18270","16329","15031","14777","14345","15579","15872","17937","19779","20340","19024","17154","16926","20396","22296","21636","15558","16932","29066","","","","",
"IDA only","IDX","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","319365","341999","357013","379897","403884","430666","457022","493489","515044","541208","575702","615634","694764","769956","838032","903465","978508","1046522","1046522","1140412","1147190","1143039","1149835","1177699","1157174","1050738","231126","","",
"Not classified","INX","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1291","1295","1387","1421","1458","1389","1515","1628","1601","1582","1781","1872","2007","1976","1683","1678","1638","1578","1592","1863","1917","1990","2121","2281","2399","834","870","","",
"Iran, Islamic Rep.","IRN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7294","7044","6103","5631","6451","7119","8043","8582","9314","10012","11149","12549","13900","15312","16814","17611","17877","17172","17409","16272","14938","12982","13270","15239","14875","5170","11231","","",
"Iraq","IRQ","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2198","1169","1196","821","500","379","458","570.76","","21.4","24.13","61","","53.694","","99.683","","","","","","","","","","","","","",
"Iceland","ISL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267","294","346","383","529","781.5","960.7","1116","1278.3","1422.9","1617.8","1609","1834.1","1968.5","2011.5","1986.3","1926.9","2133.4","2376.2","2485.2","2608.1","2644.7","2765.2","3031.76","3579.9","1252.9","1956","","",
"Italy","ITA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43859","44782","43591","41392","43424","47133","46752","45956","45222","49254","50088","50185","49780","49524","48124","47172","46845","46759","48739","49957","52207","52178","53231","55493","56586","22269","27693","","",
"Jamaica","JAM","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.166301","1.2797","1.6","1.569","","","0.387","","503.537","","","","","","","","","","","","","",
"Japan","JPN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400084","402156","395278","388917","385098","384287","385402","382239","385012","385163","391215","395908","405544","404585","393765","393466","395067","404396","414387","413970","427486","431799","437363","441614","435063","263211","","","",
"Kazakhstan","KAZ","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13159","14188","12801","10668","8859","","","","","","","","14587.4","14130.5","14519.9","15799.7","16482.8","19081.1","20619","23750.5","21614.8","17321.8","17961.5","18509.5","17700","8649.3","","","",
"Kenya","KEN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","408","384","393","346.8","302","158.7","166.2","288","","226","","","109.24","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","92","93","59","31","44","50","43","50","45","","60.3","59.9","90.2","106.1","98.7","82.8","75.8","","","41","40.8","43","35","37.1","6.8","21","","",
"Cambodia","KHM","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.6","42","49","43","50.2","45.4","33","","45","45","45","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43340","42439","41764","44121","46851","49558","59151","51929","50983","52749","54641","55526","55730","56766","55489","58381","63044","70079","66353","67860","68371","86871","89964","92193","100381","","","","",
"Kuwait","KWT","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3321","3103","3147","3241","3104","3208","3979","4079","4258","4682","4357.6","","4767","","","","4574.19","5039.45","6257.38","","7407.39","","","","","","","","",
"Lower middle income","LMC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694","384","377.5","281","302","428","876","519","319","493.825","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586","484","496.5","381","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1332","1332.5","1304","1368","1102.5","1220","1072","1073","1039","1228","1549","1140.25","1487","1446.5","1024","1377","1399","1485","1592","1246.25","1246","1095.5","1164","1695","1112","580","","","",
"Lithuania","LTU","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","954","842","800","745","611","533","498","432","443","428","431","409","398","357","373","389","403","391","373","361","396","424","468","479","260","329","","",
"Luxembourg","LUX","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286","284","295","300","310","332","346","268","262","266","272","298","316","345","333","347","349","373","394","409","418","418","438","442","463","269","304","","",
"Latvia","LVA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1373","1182","1148","1059","984","715","706","744","762","811","894","992","983","951","756","749","741","725","729","649","591","584","596","624","643","413","360.8","","",
"Macao SAR, China","MAC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1564","1776","1856","1875","1880","1956","2019","2145","2374","2644","2987","3333","3659","3820","4190","4398","4819","5114","5397","5449","5507","5208","4923","4475","4803","2409","4464","","",
"Monaco","MCO","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1019","882","789","656","343","315","325","355","352","346","355","471","468","486","423","399","363","347","330","257","181","122","99","94.6","74.1","29.19","23.3","","",
"Madagascar","MDG","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","46","49","45","30.584","24","10","10","","","","","10","","","","","","","","","","","","","","","","",
"Maldives","MDV","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1564","1169","1196","1136","1069","1142","981","1035.434","","1122","1123","1407","","1306.5105","","","","","","","","","","","","","","","",
"Mexico","MEX","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1899","1799","1508","460","254","82","67","69","78","74","73","76","84","178","449","843","891","970","1036","1150","1411","1481","1550","1591","1571","523","466","","",
"Marshall Islands","MHL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417","988","957.5","738.5","600.5","1006.5","1014","954","731.5","885.5","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","120","141","150","150","176","133","98","92","94","94","105","109","148","154","155","145","99","80","80","178","83","59","64","62","25","25.348251","","",
"Mali","MLI","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254.241533","189.109126","223.188014","218.1996885","210.4","201.4","208","196.3","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4178","4294","3784","3948","4112","4451","4447","4804","4284","4163","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1797","1776","1360","1163","1192","1257","1281","1109.434","1103","1122","1123","1407","","1306.5105","","1194.435","","","","","","","","","","","","","",
"Montenegro","MNE","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215","192","192","164","122","108","121.881","101.127","99","90.7","65.1","62","73.4","76.14","80.6","83.9","59.9","66.7","66.5","27.8","","","",
"Mongolia","MNG","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","680","744","957","982","1013","1070","1072","1073","1039","1228","","1288.5","1406","1400","1008","1220","1399","1485","1394","1194.5","996.74","956","973","","1112","580","91","","",
"Northern Mariana Islands","MNP","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312","326","403","155","129","142","142","138","167","","172.2","346.7","102.3","113.6","164","239.4","246.8","","","","","","","","","","","","",
"Mauritania","MRT","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.45","47","","","","","","","","","","","","","","","",
"Mauritius","MUS","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270","1370","1492","1397","1316","1220","1181","2256","1931","1931","2152","2120","2193","2268","2346.45","2414.88","2497","2321.3586","2413.241413","1985.694289","1964.330166","2344.190264","2468.088213","2317.063326","2200.050277","929.341054","","","",
"North America","NAC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11730.5987586755","11638.304797467","12093.178851524","12479.6956635165","12704.3374952125","13762.64072446","13375.547651874","13002.8112557225","13238.535904954","13094.78100444","13435.7958147415","14373.2162038515","15905.4533564305","16858.7030082165","16159.965818757","16637.8359595755","16991.7551004165","17750.850327555","18706.0524705855","18860.0532442665","18696.4378406955","18650.0786777845","17395","16746.5","17107","6344.5","536","","",
"Namibia","NAM","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","479","","","","","593","973","493.825","173.632","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13000","13100","14200","14900","15000","15400","15500","15500","14500","14079","14730","15889","15546","15313","15400","14600","16500","16100","17700","16200","15800","16900","17800","22600","19400","9200","10900","","",
"Norway","NOR","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2681","2803","2941","3071","3416","3353","3272","2989","2896","2683.457775","2723.402598","2832.39148","2957.95521","3106.985939","3080.143787","3134.383471","3075.974123","3091.569419","3260","3440","3555","3695","3584","3722","3715","1804","1780","","",
"Nepal","NPL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","366","378","396","321","","","","","","","","","","","","","","","","","","","544.54","743.27","776.56","802.03456282044","","","",
"OECD members","OED","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6277","6008.5","6410","6589","6957","7300","7299","6597","6518","6590","7568.5","8109","7826","7548","7288","6591","7122","7265","7601","7738","8298.112592","7829","8097.991","8353.78","10849","5759.683","2912","","",
"Oman","OMN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421","309","262","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17555","18905","19114","18774","18980","18495","19589","20782","22306","23045","24238","25621","26446","24731","","","20619","","","19779","20288","21201","22476","24903","","","","","",
"Panama","PAN","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172.48","159.19","127","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220","123.5","214.6","247","215","123","107","93","83","83","","","","","","","","","","","342","384","","","","","","","",
"Palau","PLW","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26635","26569","25806","25664","26198","24092","22469","20749","19638","18690","18157","18552","19859","20195","18637","17921","18177","17826","16797","16015","17367","19175","20319","21043","22056","12487","15844","","",
"Pre-demographic dividend","PRE","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Railways, passengers carried (million passenger-km)","IS.RRS.PASG.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
