"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Heavily indebted poor countries (HIPC)","HPC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1974","1717","1715","1831","1685","1788","2074","2206","2487","2493","2835","3305","3574","3312","2641","2618","2438","2332","2086","2119","2183","2160","2592","2743","2911","3279","3172","","",
"Haiti","HTI","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8337","7633","8064","8150","7734","8095","7731","7752","8109","8749","9090","10167","10137","9874","7673","8809","9118","9230","9722","10158","10009.615","10527.534","11344.565","10584.08","10624.909","11594.698","11345.601","","",
"IBRD only","IBD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355.5","2659","2818","2865.5","3337.5","3912","4251.5","4188","4583.5","4449.5","3938.5","4893","5837","5452","6512.5","4736.5","6054.8","","","6377.2495","5479.2605","4634.3779585","4282","","3821.8","","","","",
"IDA & IBRD total","IBT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1324.5","1390.5","1480","1442","1398","1568","","2000","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1282","1309","968.5","1111","1052","1557","1603","1162","698.914","1114","926.4705","1136.385798","1580","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4730","4980","4960","5141","4997","","","","","","4390","4405","5452","","7166","","","","9884","10057","11120","13396","15091","15573","","","","",
"IDA only","IDX","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249564","270489","277567","284249","281513","305201","312371","333228","353194","381241","407398","439596","480993","521371","551448","600548","625723","667607","649645","665810","681696","654481","620175","692916","738523","707665","719762","","",
"Not classified","INX","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","602","570","522","466","526","491","516","426","398","399","303","207","129","103","79","92","105","91","99","100","96","101","100","89","72","74","70","","",
"Iran, Islamic Rep.","IRN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11865","13638","14400","12638","14082","14179","14613","15842","18048","18182.1","19127","20542","21729","22140","20247","21779.374","21008","22604","22400","24461","25014","27243","30299","34859","33645.702256","35963","32920","","",
"Iraq","IRQ","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1120","908","947","751","821","867","1109","1683","","1079","733","64","","120.634","","249.463","","","","","","","","","","","","","",
"Iceland","ISL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1175.7","1151.9","991.7","1049.2","1127.7","1172.9","1098.4","1102.5","1111.9","1173.2","1148.7","1122.5","1176.7","1056","799.2","1062","1099.2","1011.2","1058","1165.4","1155","1404.4","1380.5","1235.1","1241.5","1250.1","1085","","",
"Italy","ITA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24050","23314","25228","24704","23781","25839","24352","23060","22457","23271","22199","22907","23289","21981","17791","18616","19787","20244","19037","20157","20781","22712","22335","22070","21309","20750","24262","","",
"Jamaica","JAM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordan","JOR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706","750","622","","622","575","249","529","2422.5","","517.999","","433","449","353","344.1","","","","","","","","","","","","","",
"Japan","JPN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25101","24968","24617","22920","22541","22136","22193","22131","22794","22476","22813","23192","23334","22256","20562","20398","19998","20471","21071","21029","21519","21265","21663","19369","19993","18340","","","",
"Kazakhstan","KAZ","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124502","108596","106425","99877","91700","","","","","","","","200558.2","215110.6","194918.6","210713.3","219739.8","232939.6","229142.2","214110.9","235580.4","236971.7","262097.5","283117.8","289174","302156.1","","","",
"Kenya","KEN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1282","1309","1068","1111","1492","1557","1603","1538","","1399","","","","","","","","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403","481","472","466","355","337","332","395","562","715","","751.8","848.9","945.5","744.5","737.7","798.3","922.7","1002","1010","918","807","935","949","870.4","937","1003","","",
"Cambodia","KHM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","35","75","78","92","","","92","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12889","11914","11654","9857","9924","10621","10492","10784","11057","10641","10108","10554","10927","11566","9273","9452","9996","10271","10459","9564","9479","8414","8229","7878","7357","6652","6757","","",
"Kuwait","KWT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","17","10","11","10","10","9","","","","","","","","","","",
"Sri Lanka","LKA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137","108","96","106","107","","","","126.5","138","134.7","","135","","","","153.9","142.4","133","","127.39","","","","","","","","",
"Lower middle income","LMC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","759","749","674","837","759","1195","","1185","952","1114","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1264","1225","1360.5","1217.5","1282","1538","","1683","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355.5","2541","2583","2694","2927","2282","3409.5","3894","3000","3600.5","3759.5","5744","5194","5451","5433","4736.5","5047.349612","4609.3693735","4351.731506","4251.9","4105.5623085","3424","3574","3186","3007.41987616355","2836","","","",
"Lithuania","LTU","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7220","8103","8622","8265","7849","8918","7741","9767","11457","11637","12457","12896","14373","14748","11888","13431","15088","14172","13344","14307","14036","13790","15414","16885","16181","15865","14566","","",
"Luxembourg","LUX","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","529","530","566","561","609","633","587","571","523","559","392","441","287","280","200","309","270","231","218","208","206.945675","201.499302247","213.657253404","223.158399212","191.152773984","162","176","","",
"Latvia","LVA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9757","12412","13970","12965","12210","13310","14179","15020","17955","18618","19779","16831","18313","19581","18725","17179","21410","21867","19532","19441","18906","15873","15014","17859","15019","7979","7366.6","","",
"Macao SAR, China","MAC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4509","4666","4758","4757","4729","4576","4622","4943","5110","5524","5825","5744","5837","4959","4111","5572","5976","","","5383.499","4748.521","3831","3896","3485","3125","3111","3148","","",
"Monaco","MCO","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3004","2785","2818","2652","1232","1538","2049","2715","3000","2968","2980","3656","3092","2873","1058","959","1196","960","1227","1182","963","790","987","1012","940.3","599","664.5","","",
"Madagascar","MDG","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","85","89","78","39","27","12","12","","","","","1","","131.9","","","","","122.335","","","","","","","","","",
"Maldives","MDV","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1615.5","1751.5","1731","2174","1606","1774","1740.5","2030.4445","","1945","1769","2174","","1910.5","","1722.304","","","","","","","","","","","","","",
"Mexico","MEX","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37613","41723","42442","46874","47273","48333","46615","51616","54132","54387","54054","66163","77169","74582","69185","78770","79728","79353","77717","79855","82712","84683","86316","87924","89049","86224","92437","","",
"Marshall Islands","MHL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1364","1417","1521","1458","1340","1809.5","2049","2249","1350.45","1924.5","","","4157.5","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","271","279","408","380","527","462","334","373","426","530","614","778","743","497","525","479","423","421","411","278","222","277","305","350","342","375.361677","","",
"Mali","MLI","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249","256","258","251","241","188","161","189","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","659","748","674","988","1103","1222","","1185","1014","885","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124","2224","2175.5","2315","1834","2131","2131.5","2249","2297.75","2082","2070.685","2458","2374","2221.7365","","1808.3085","","","","","","","","","","","","","",
"Montenegro","MNE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","66","55","94","132","133","183","185.9","104","150","136","73","104.7","94.4","111.9","112.5","168.9","112.856","130.33","","","","",
"Mongolia","MNG","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2541","2583","2857","3515","4293","5287","6452","","8857","","9218.5","8361","8261","7852","10287","11418","12143","12077","12474","11462.59","12371","13493","","17384","18972","18345","","",
"Northern Mariana Islands","MNP","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","886","983","896","707","721","438","774","808","1362","","768.3","775.1","736.3","717.7","772.3","1009.8","1193.4","","","","","","","","","","","","",
"Mauritania","MRT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9554","10153","10674","","","7581.6","7565.64","","7535.7","","","","","","","","","","","","","",
"Mauritius","MUS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malawi","MWI","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416","1417","1337","992","907","916","1094","1107","886","1016","1177","1572","1355.2370783025","1350","1384.10928416","1482.69","1535","1564","1760","1741","1474","1349","1234","1315","1141.586432","817.647143","","","",
"North America","NAC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1906206","1112623.5","1119394.5","1133086","1179226","1212016.5","1237397.5","1244412","1282703.5","1377540","1407303","1464175","1466431","1464727.5","1265851.5","1400686.5","1436204.5","1434298.5","1463810","1558402.5","1480119","1355749.5","1432637.5","1485381.662","1401598.7645","1273057.9925","1334785.357","","",
"Namibia","NAM","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Caledonia","NCL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","","54","","","44","39","57.214","76.926","","","","","","","","","","","","","","","","","","",
"Nicaragua","NIC","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3016","3164","3434","3714","3988","4610","4293","4323","4705","5831","5914","6289","7216","6984","5578","5925","6378","6142","6078","6169","6545","6641","6467","7026","7080","6665","7188","","",
"Norway","NOR","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1647","1835","1949","1934","1817","1775","1933","1686","2626","2845","3149","3351","3502","3622","3506","3498","3574","3582","3513","3682","3631","3823","4040","3970","3903","4110","4305","","",
"Nepal","NPL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3671","4078","3942","3766","3853","3904","4322","4312","4329","4556","3962","3919","4178","4768.056076","4679.200692","4492.652586","4348.553709","4189.628417","3618.534146","4217","4545","4131","4444","","",
"OECD members","OED","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9757","11035","11570","10819","9859","11080","10929","10746","11057","11489","11641","11599","11212","11566","10326","10412","10761","11061","11177","11992","10812","11661","11653","11776","13186.5","11328.849","11345.601","","",
"Oman","OMN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3846","4198","5102","","","","","5193.0885","5184.457","5598.933","5686.4705","5549.2045","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5661","5077","4607","4447","3970","3612","4520","4573","4813","4796","5014","5907","5454","6187","","","1757","402.481","419.241","1090","3301","4774","5031","8080","","","","","",
"Panama","PAN","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","407","453","528","599","","","","","","","","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","1","1","1","","","","","0.695","0.764","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69116","68332","68651","61760","55471","54448","47913","47756","49549","52137","49779","53427","54253","52043","43554","48795","53746","48903","50881","50073","50602.9","50650","54797","59388","54584","51096","54387","","",
"Pre-demographic dividend","PRE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019","1857","2247","2048","2179","2183","2138","2196","2073","2282","2422","2529","2586","2549","2174","2313","2322","2421","2290","2438","2661","2622","2742","2863","2476","2402","2699","","",
"Paraguay","PRY","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9074.5","9481","10671","9871","9831","10621","10832","10746","11057","11489","11641","11599","11212","11915.5","9919","10412","10761","11061","11812","12313","12431","12447","11653","11776","13922.84","13403.410352995","11684.8005","","",
"French Polynesia","PYF","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Railways, goods transported (million ton-km)","IS.RRS.GOOD.MT.K6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
