"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"United Kingdom","GBR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6434734","7058054","7059610","6700066","8326913","8249587","8434458","8625102","8236522.8864","7671299.96069216","8224925","8142189","7977778","8248445","9509773","9760060","10200229","10239966","10315574","10508000","9273459","9844540","","",
"Georgia","GEO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184792","253811","181613","242433","284446","356723","403447","446972","276776","251011","","348240","601491","553302","","","",
"Ghana","GHA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544294","612847.1736","557323.21967184","643188","813494","882877","894362","793582","840595","942463","1009755","1056785","1079247","1324504","1604724","","",
"Gibraltar","GIB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7898.774","37415.77","18811.85","2779.161","10847.59","18643.37","18621.03","4626.185","17114.73","10870.46","","","","",
"Guinea","GIN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115567","140052","147466","147231","160160","169017","176167","203373","237366","248659","250000","","","",
"Gambia, The","GMB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58521","71932","65226","68759","70000","65000","60000","62500","61250","71469.72","","","","",
"Guinea-Bissau","GNB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30636.63","64409.75","39519.18","28632.55","47720.71","27136.36","26382.34","56819.16","47433.09","28699.98","","","","",
"Equatorial Guinea","GNQ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9500","9750","9625","9687","10000","10000","9922","9961","9941.5","9951.25","","","","",
"Greece","GRC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390844","1412286","1660510","1908121","1895755","1779030","1769098","1820349","672522","935076","1181792","2012413","3085181","3523164","3954674","3736189","4088848","4602861","5398220","6153567","6183643","6069480","","",
"Grenada","GRD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15011","14365","13920","16000","16100","16000","19634","21914","23887","12343","","22117","","",
"Greenland","GRL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4746.328","4536.347","8631.709","8631.709","6998.705","6998.705","6144.526","","","","",
"Guatemala","GTM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495809","322136","360160","713181","826748","776395","800245","870288","937642","906326","970635","1163078","1158482","1211561","1263476","1350920","1470101","1389751","1530596","1529010","1577456","1735500","","",
"Guam","GUM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165427","167784","157096","183214","180814","173089","169816","161337","171844","198209","198681","181846","","84954","","","",
"Guyana","GUY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59850","45006","45785","50991","48735","52834","55168","57663","58210","58543","58376.5","","","",
"High income","HIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146942180","149900019","162210193","180142416","200285969","240162069","254944579","289691541","293082745.7856","258997859.169306","285429776.595","303051705.528","312855402.178","318364343.515","330555952.144","327950305.203","332687512.199","349840943.676","363809862.652","368709875.441","358745242.875","378040108","","",
"Hong Kong SAR, China","HKG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22601630","23538580","23998449","24494229","21040096","23699000","24404000","23126000","22288000","22300000","20114000","19580000","20760000","19641000","18360000","17953000","17772000","","",
"Honduras","HND","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392837","406359","413840","470567","555489","553013","","636435","669802","571720","619867","662815","663908","671467","682857","743686","756641","797293","813164","790707","700066","824876","","",
"Heavily indebted poor countries (HIPC)","HPC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14153","18218","23853","42326","76550","94223","112906","145040","168761","130740","160600","176741","172491","187284","211910","229279","246596","288235","302126","348435","376981","367646","","",
"Haiti","HTI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176874","189028","164720","172516","175307","178452","176879","177141","177010","177075.5","177042.75","","","",
"Hungary","HUN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78803790","85755801","101601201","116840825","138540024","137430315","164620199","200086288","223864345.9888","211234225.6313","261836199.88","291810312.437","310662941.514","327081121.259","344846297.587","354400386.2542","365057383.0502","393868984.3462","415632398.2372","431707838.07","430009402.625","460555702","","",
"IDA & IBRD total","IBT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82068088","90175158","104943041","121884489","144482441","143643904","170377798","213216493","238377801.0832","225500806.411747","279629787.985","311530198.889","331038564.328","348104393.697","367718183.295","378762274.9972","390329342.5032","421653991.3862","445619063.8482","462624533.68","457838855.875","486977905","","",
"IDA total","IDA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17793588.105","19719886.452","20375622.814","21023272.438","22871885.708","24361888.743","25271959.453","27785007.04","29986665.611","30916695.61","","","","",
"IDA blend","IDB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1376037","1781983","","","","3596809","3663060.4","5341488","5986639","6248166.4","6316313.9","6841183.8","6963915","6855356.4","7626918.9","7953189.5","7874052.4","7672148","7655279","","",
"Indonesia","IDN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3797948","3901761","4539880","5176982","5369297","5503176","4316296","6582910","7404831","7255004.7486","7840272","9269381","10055230","10488947","10063117","9575881","10072227","11600194","12028360","12111471","11169757","11804619","","",
"IDA only","IDX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450656","2764757","3208380","3916814","4332863","4982092","6141148","7398211","7672457","8014487.2","9235765","9877067","10017480","10572320","11652174","12318610","13724110","15450523","16996593","17487621","17576860","19937138","","",
"Not classified","INX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","721395","722148","775310","869607","924885","973257","1089252","1175155","1059926.984","832021.8056496","782115","736557","734023","727328","793102","860278","916833","958488","1000560","1063489","1058888","1143007","","",
"Iran, Islamic Rep.","IRN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805860","1090212","1177265","1325643","1528518","1722513","2000230","2206476","2966512","3359250","2739276","2218161","2381922","2180852","2462028","3091066","2368914","1503495","1253429","1550304","","",
"Iraq","IRQ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46255.56","56018.41","52424.53","67553.94","133961.3","108905","220859.7","823944.7","743211.1","932728.6","","","","",
"Iceland","ISL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291748","267151","193816","192778","193500","208013","224445","235892","238723","261700","350348","352300","330292","297263","","","",
"Israel","ISR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378259","1461000","1548080","1431510","1712339","1773498","1957328","2089900","2033000","2281552","2413000","2561000","2539000","2446000","2522000","2711000","2868000","2946000","2917000","2994000","3133000","","",
"Italy","ITA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6918588","7073459","7950210","8473220","9468316","9856802","9731150","10610893","10530214","9532462","9762077","9533620","9674361","10118350","10255753","10211290","10589293","10666550","10620925","10789337","10696962","11303247","","",
"Jamaica","JAM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765977","983400","1065000","1137798","1360623","1671820","2150408","2016792","1915943","1689670","1891770","1848231","1855400","1703949","1638113","1653272","1567442","1560000","1833053","1647609","1631011","1975401","","",
"Jordan","JOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414000","582515","674525","605659","705000","833000","872809","782000","758218","792841","796087","815354","798160","857283","765662","","",
"Japan","JPN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13100000","13127144","13501420","15055696","16436146","17055082","18469710","19164522","18943606","16285918","19939728","20554249","21167525","21442040","21662814","21094824","21678076","22795035","23424446","23276482","21556531","22204259","","",
"Kazakhstan","KAZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585367","615733","618816","695600","771000","903443","894000","1012002","1076118","1091000","1190000","1306283","1417000","1359579","1435565","","",
"Kyrgyz Republic","KGZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253271","258775","207577","224206","237941","255378","286450","333904","391819","400187","459835","541228","633236","600107","","","",
"Kiribati","KIR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29875.69","25775.69","25775.69","52964.24","22998.09","35149.2","49005.46","53468.83","52568.09","52099.86","","","","",
"St. Kitts and Nevis","KNA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2855.5","3046","2665","3064","12909","13511","13216","13767","13491.5","13629.25","13560.375","","","",
"Korea, Rep.","KOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9030174","9287221","11719500","13049534","14363194","15113275","15513935","17086133","17417723","15699663.2754","19376965","21610491","22559272","23464514","24799791","25477299","25945418","27420698","28874930","28959959","28834192","29786900","","",
"Kuwait","KWT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","673472","750000","900000","961684","854044","815532","810248","824196","840149","904049","984815","944432","964623.5","954527.75","959575.625","863618","","","",
"Latin America & Caribbean (excluding high income)","LAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9334560","8638245","10766050","12564539","14433356","15889038","18384301","19933809","22781109.8832","21271423.2406672","24808926","27801522","29821255","30317741","30764959","31841331","31624089","34160395","37078484","37171374","35927913","40547837","","",
"Lao PDR","LAO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299400","","","","","594603","947625","861931","994601","949155","1034249","1041756","1117334","1210413","1130284","1147219","1305038","1305755","1229081","772871","","","",
"Liberia","LBR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53400","59800","85589","70000","79000","100000","112500","125000","118750","91453.84","","","","",
"Libya","LBY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122122","174827","158987.6738","136203.3","87443.9","76721.51","312181.6","375729.1","558764.1","151551.5","212164.5","327096.8","271230.6","","","","",
"St. Lucia","LCA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55582","70202","51942","52479","60342","83340","64415","41521","46585","38383","29706","33657","39238","","","","",
"Latin America & Caribbean","LCN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15860053","16129381","15090170","19556512","22294663","24816487","28018282","32720909","35627766.8832","32630749.9822672","38750984.97","43638915.92","46106692.4","46713312.4","47012480.4","47907427.88","46772279.78","49946638.42","53585695.86","53961680.22","52333201.875","58669478","","",
"Least developed countries: UN classification","LDC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732855","1726605","1764720","1959354","2220525","2455297","3079132","3687338","3687465","3464297","4120000","4262887","4320984","4306206","4907901","5185000","5734000","6200000","7000000","7230000","6850000","7250000","","",
"Lower middle income","LMC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11642530","13543368","12983050","16430967","19745369","21397841","24541961","33734549","37598691.1736","38821699.0348718","47341808.166","51725721.572","52634436.45","55497901.738","61160083.758","63990379.383","67177777.253","73294925.43","78752074.07","84488817","83397214.75","87357291","","",
"Low & middle income","LMY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77157798","84251320","101246318","116270945","137226576","134985585","160540575","198795057","221744393.288","211937014.574992","263385852.455","292171838.152","310534168.421","327096752.222","346727070.422","359203784.1172","371267675.9172","400939181.2242","423498081.0452","439913146.97","435404434","462595426","","",
"Lesotho","LSO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67353110","74646701","90018938","103950686","123020191","120417203","145336126","178605554","196030004.7776","184240015.058549","228658356.04","252415625.76","270903681.517","285947375.124","303787055.914","313998382.3742","323501868.2642","343278975.0842","360134832.4842","376183463.835","378322211.5","402509452","","",
"Lithuania","LTU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321432","373263","247982","294954","382185","381278","402535","450428","392700","443000","472000","749066","703000","639006","667000","","",
"Luxembourg","LUX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236351","225467","184399","256252","305239","366417","384750","392126","359420","388260","449712","474393","449850","457342","434388","","",
"Macao SAR, China","MAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328808","346724","","517549","560682","","","","919360","1222000","2946000","3032679","2790692","3526437","4076488","3987251","4106683","4509580","4715747","6068803","7000928","8457129","","",
"Monaco","MCO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419.987","472.614","472.614","735.0142","735.0142","735.0142","735.0142","818","","","","",
"Madagascar","MDG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112427","143371","132278","141100","146200","131600","137800","139200","138500","138850","220000","179425","199712.5","","","","",
"Maldives","MDV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47703","53650","56000","49627","53062","54820","79712","83777","83778","81744","82761","82252.5","107728.2","","","","",
"Middle East & North Africa","MEA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36285930","41994620.9208","42545025.3235755","47305463.86","50705740.31","52270010.04","53539203.54","56376963.4","57685776.1","58285769.2","60326274.7","60471868.65","62424219.825","61627371","62013871","","",
"Mexico","MEX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315701","1358136","1564540","1693791","1903345","2144345","2680374","1661288","3312717.1952","2874312.6254","3704765","4226288","4810170","4892881","5071720","5421307","5678854","6375338","6983149","7113878","6487264","7852230","","",
"Marshall Islands","MHL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19699.68","21988.51","28796.52","47899.47","26168.14","41855.44","51613.32","74193.53","70146.41","30711.22","","","","",
"Middle income","MIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76909621","83873953","101246318","116270945","137226576","134985585","160540575","196819622","219582874.3672","209829154.110417","261207463.845","289938616.422","308420647.641","325092808.692","344498612.032","356511599.8872","368855778.2072","397887003.1942","419848212.5052","436109401.13","432594964","459750002","","",
"North Macedonia","MKD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1082235","1205764","1288780","1347539","1519220","1382410","1532920","1956908","2407332","2323941","2376397","2365260","2542363","2749717","2873269","3068031","3065588","3154474","3314087","2712853","2441699","2973159","","",
"Myanmar","MMR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170000","180000","163692","335346","380675","474300","567156","716926","827249","1026216","1200000","1043500","1121750","1020793","1090000","","",
"Middle East & North Africa (excluding high income)","MNA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614835","13030234.9208","14020481.3235755","16771648.86","18044482.31","16583874.04","17239292.54","18837146.4","18064011.1","18190745.2","20194543.2","20155028.9","21477766.2","20258077","19675262","","",
"Montenegro","MNE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16971.49","21882.39","33592.58","21111.63","27240.7","24062.26","30213.25","43371.97","15988.02","15744.41","","","","",
"Mongolia","MNG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24446.48","33191.55","30479.68","41462.1","42008.53","41919.52","44989.51","94910.77","42095.68","44951.82","","","","",
"Mozambique","MOZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209315","241237","219380.9278","","220000","246000","244500","277200","335200","","","372218","411938","417459","440582","","",
"Mauritania","MRT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57478","62269","65705","69500","72228","72700","72464","72582","72523","88400","80461.5","84457.99","","","","",
"Mauritius","MUS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198180","381470","","","","412896","454433","406862","332662","350624","417467","385326","403001","361109","388514","","","469011","438078","","","",
"Malawi","MWI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4642428","6224913","8751570","10210145","11510931","12197750","13419053","14828836","16093953.3104","15922799.6478778","18133368","20009479","20491118","20876442","22366426","24012959","24569452","23719787","24955994","26215322","26669483","28261849","","",
