DATAFLOW,LAST UPDATE,freq,vehicle,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2014,277,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2015,273,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2016,283,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2017,285,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2018,284,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2019,304,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2020,259,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2021,274,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,CZ,2022,4023,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1979,2032,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1980,2115,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1981,2102,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1982,2074,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1983,2034,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1984,2002,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1985,2001,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1986,2019,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1987,1992,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1988,1984,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1989,2013,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DE,1990,2066,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DK,1979,176,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DK,1980,183,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DK,1988,113,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DK,1989,113,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,DK,1990,110,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1992,18.900,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1993,15.900,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1994,14.300,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1995,13.200,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1996,10.600,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1997,21.815,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1998,20.813,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,1999,26.100,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,2000,16.800,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,2001,12.300,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,2002,10,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,2003,14.200,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EE,2004,14,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1979,48,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1980,48,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1981,52,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1982,54,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1983,52,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1984,47,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1985,51,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1986,52,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1987,52,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1988,53,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1989,54,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1990,53,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1991,52,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1992,49,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1993,55,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1994,54,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1995,58,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1996,61,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,EL,1998,53,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1979,426,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1980,436,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1981,466,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1982,490,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1983,503,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1984,526,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1985,541,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1986,555,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1987,568,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1988,577,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1989,567,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1990,633,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1995,593,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1996,627,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1997,704,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1998,721,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,1999,743,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2000,760.500,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2001,773,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2002,760,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2004,765,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2005,767,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2018,36,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2019,35.800,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2020,32,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2021,35.900,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,ES,2022,36.830,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1989,120,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1990,129,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1991,135,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1992,139,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1993,163,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1994,163,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1995,156,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1996,171,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1997,176,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1998,176,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,1999,177,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2000,178,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2001,178,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2002,183,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2003,188,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2004,181,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2005,176,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2006,181,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2007,183,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2008,187,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2009,186,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2010,185,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2011,192,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2012,194,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2013,202,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2014,185,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2015,176,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2016,139,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2017,143,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2018,150,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2019,161,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2020,138,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2021,133,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FI,2022,146,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1979,1992,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1980,2013,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1981,2020,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1982,2061,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1983,2069,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1984,2128,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1985,2073,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1986,2047,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1987,2058,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1988,2150,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1989,2247,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1990,2365,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1991,2372,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1992,2378,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1993,2374,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,FR,1994,2287,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,GE,1995,16.578,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,GE,1996,18.812,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,GE,1997,22.540,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,GE,1998,20.031,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2010,40,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2011,49,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2012,41,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2013,35,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2014,34,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2015,27,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2016,24,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2017,22,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2018,24,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2019,21,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2020,18,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2021,15,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HR,2022,13,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2000,1367.500,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2001,1402.800,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2002,1390.200,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2003,1390,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2004,1381,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2005,1269,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2007,1501,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2008,1408,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2009,1342,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2010,1274,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2011,1273,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,HU,2012,1300,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1979,1490,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1980,1440,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1981,1405,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1982,1443,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1984,1498,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1995,1684,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1996,1795,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1997,1615,
ESTAT:RAIL_TF_HAUTYPE(1.0),31/07/24 23:00:00,A,RL_PAS,MIO_VKM,IT,1998,1543,
