DATAFLOW,LAST UPDATE,freq,lvlcros,geo,unit,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LU,NR,2018,98,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LU,NR,2019,98,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LU,NR,2020,103,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LU,NR,2021,102,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LU,NR,2022,102,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2010,458,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2011,450,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2012,491,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2013,494,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2014,490,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2015,494,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2016,500,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2017,507,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2018,504,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2019,505,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2020,504,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2021,505,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,LV,NR,2022,502,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2010,2006,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2011,1928,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2012,1947,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2013,1939,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2014,1762,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2015,1758,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2016,1744,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2017,1663,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2018,1642,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2019,1625,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2020,1696,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2021,1693,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NL,NR,2022,1682,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2010,511,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2011,511,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2012,514,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2013,504,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2014,505,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2015,503,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2016,511,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2017,508,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2018,503,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2019,502,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2020,502,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2021,508,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,NO,NR,2022,501,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2010,5388,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2011,5409,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2012,5408,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2013,5020,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2014,5056,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2015,5172,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2016,5341,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2017,5392,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2018,5429,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2019,5492,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2020,5618,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2021,5762,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PL,NR,2022,5901,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2010,464,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2011,457,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2012,435,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2013,436,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2014,458,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2015,461,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2016,459,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2017,460,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2018,457,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2019,457,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2020,456,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2021,477,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,PT,NR,2022,477,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2010,1632,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2011,1795,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2012,1787,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2013,1797,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2014,1710,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2015,1701,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2016,1707,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2017,1570,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2018,1581,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2019,1579,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2020,1576,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2021,1591,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,RO,NR,2022,1609,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2010,3334,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2011,3244,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2012,3282,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2013,3192,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2014,3080,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2015,3051,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2016,3030,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2017,3196,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2018,3141,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2019,3194,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2020,3210,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2021,3221,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SE,NR,2022,3223,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2007,334,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2008,333,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2009,340,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2010,339,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2011,335,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2012,335,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2013,340,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2014,336,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2015,322,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2016,49,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2017,319,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2018,314,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2019,313,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2020,339,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2021,341,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SI,NR,2022,341,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2010,1081,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2011,1100,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2012,1182,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2013,1040,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2014,1079,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2015,985,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2016,1069,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2017,1070,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2018,1074,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2019,1075,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2020,1076,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2021,1070,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,ACT,SK,NR,2022,1070,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2010,3207,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2011,3126,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2012,2794,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2013,2684,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2014,2628,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2015,2516,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2016,2209,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2017,2234,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2018,2271,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2019,2155,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2020,2017,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2021,1819,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,AT,NR,2022,1550,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2010,291,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2011,284,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2012,267,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2013,267,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2014,264,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2015,243,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2016,237,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2017,234,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2018,225,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2019,224,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2020,210,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2021,207,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BE,NR,2022,204,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2010,146,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2011,134,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2012,137,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2013,137,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2014,142,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2015,140,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2016,139,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2017,148,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2018,150,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2019,150,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2020,154,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2021,154,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,BG,NR,2022,155,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2009,618,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2010,508,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2011,390,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2012,342,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2013,302,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2014,229,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2015,174,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2016,171,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2017,151,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2018,154,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2019,151,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2020,138,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2021,133,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CH,NR,2022,132,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2010,4673,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2011,4580,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2012,4580,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2013,4298,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2014,4252,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2015,4097,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2016,3938,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2017,4043,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2018,3980,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2019,3900,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2020,3785,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2021,3719,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,CZ,NR,2022,3612,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2010,7080,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2011,5595,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2012,4407,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2013,4176,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2014,4139,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2015,4357,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2016,4279,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2017,4202,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2018,4166,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2019,3970,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2020,3948,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2021,3898,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DE,NR,2022,3847,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2010,667,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2011,486,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2012,452,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2013,439,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2014,414,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2015,380,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2016,380,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2017,314,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2018,210,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2019,115,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2020,110,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2021,109,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,DK,NR,2022,111,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2010,171,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2011,163,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2012,163,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2013,160,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2014,158,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2015,156,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2016,156,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2017,156,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2018,156,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2019,206,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2020,349,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2021,359,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EE,NR,2022,357,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2010,488,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2011,527,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2012,781,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2013,721,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2014,693,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2015,656,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2016,656,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2017,571,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2018,568,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2019,551,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2020,552,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2021,549,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,EL,NR,2022,292,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2010,1551,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2011,1493,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2012,1472,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2013,2143,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2014,2123,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2015,2102,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2016,2064,
ESTAT:RAIL_IF_LVLCROS(1.0),30/01/24 23:00:00,A,PASV,ES,NR,2017,2043,
