DATAFLOW,LAST UPDATE,freq,mot_nrg,vehicle,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1993,89.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1994,102.900,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1995,102.900,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1996,96.750,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1998,94,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,1999,94,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2000,93.800,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2001,93.750,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2002,73.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2013,66.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2014,66.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2015,51.300,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2016,51.300,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2017,51.300,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2018,45.900,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2019,45.900,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2020,28.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2021,28.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AL,2022,24.300,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AT,1990,268,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AT,1991,276,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AT,1992,294,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AT,1993,304,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,AT,2007,295,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2010,55,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2011,55,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2012,55,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2013,91,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2014,91,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2015,91,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2016,91,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2017,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2018,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2019,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2020,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2021,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BA,2022,90,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1990,446,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1991,531,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1992,528,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1993,512,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1994,501,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1995,498,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1996,495,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1997,478,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1998,470,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,1999,458,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2000,474,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2001,459,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2002,413,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2003,398,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2004,357,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2005,356,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2006,338,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2007,318,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2008,269,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BE,2009,239,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1990,721.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1991,691.500,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1992,652.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1993,651.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1994,592.800,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1995,592.800,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1996,550.800,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1997,538.100,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1998,476,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,1999,477,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2000,454,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2001,445.800,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2002,398.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2003,398.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2004,374.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2008,345.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2009,324.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2010,276.900,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2011,287.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2012,225.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,BG,2013,241.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1990,95,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1991,96,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1992,99,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1993,96,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1994,96,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1995,94,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CH,1996,108,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1993,1849,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1994,1707,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1995,1705,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1996,1685,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1997,1622,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1998,1661,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,1999,1623,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2000,1584.500,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2001,1439.400,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2002,1212.500,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2003,1311,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2004,1295,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2005,1212,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2006,1221,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2007,1158,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2008,989,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2009,947,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2010,982,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2011,1021,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2012,1024,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2013,1234,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2014,916,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2015,922,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2016,942,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2017,934,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2018,918,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2019,874,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2020,852,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2021,920,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,CZ,2022,911,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1990,1677,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1991,5367,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1992,5183,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1993,4230,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1994,4755,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1995,4210,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1996,4075,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1997,3986,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1998,3536,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,1999,3427.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DE,2000,3141.200,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1990,327,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1992,331,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1993,312,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1994,307,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1997,242,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,DK,1998,233,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1992,77,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1993,76,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1994,77,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1995,74,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1996,74,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1997,70,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1998,70,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,1999,75,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2000,76,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2001,76,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2002,107,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2003,151,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2005,152,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2010,556,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2011,530,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2012,508,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2013,511,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2014,520,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2015,498,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2016,498,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2017,478,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2018,478,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2019,350,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2020,319,e
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2021,199,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EE,2022,294,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1990,340,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1991,340,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1992,351,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1993,351,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1994,351,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1995,351,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1996,351,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1998,405,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,1999,190,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2000,183,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2001,182,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2002,181,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2003,176,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2014,155.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2015,155.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2016,155.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2017,155.600,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2018,108,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2019,110.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2020,110.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2021,110.700,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,EL,2022,109.770,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1990,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1991,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1992,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1993,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1994,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1995,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1996,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1997,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1998,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,1999,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2000,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2001,1,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2002,0,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2004,458,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2005,430,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2006,384,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2007,412,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2008,408,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2009,279,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2016,270,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2017,389,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2018,431,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2019,416.131,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2020,391.580,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2021,403.165,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,ES,2022,406.984,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1990,415,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1991,432,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1992,419,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1993,416,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1994,416,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1995,410,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1996,396,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1997,394,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1998,361,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,1999,359,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2000,344,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2001,315,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2002,311,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2003,308,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2004,294,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2005,283,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2006,277,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2007,275,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2008,264,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2009,250,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2010,250,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2011,249,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2012,251,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2013,228,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2014,222,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2015,218,
ESTAT:RAIL_EQ_LOCOP(1.0),31/07/24 23:00:00,A,DIE,LOC,MW,FI,2016,223,
