DATAFLOW,LAST UPDATE,freq,tra_cov,cargo,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2008,62,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2009,7,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2010,10,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2011,9,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2012,11,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2013,23,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2014,16,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2015,27,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2016,83,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2017,112,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2018,127,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2019,143,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2020,134,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2021,164,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2022,181,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,BG,2023,153,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2008,191,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2009,158,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2010,174,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2011,128,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2012,89,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2013,97,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2014,112,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2015,104,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2016,109,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2017,94,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2018,73,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2019,81,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2020,148,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2021,221,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2022,275,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CH,2023,247,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2004,561,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2005,661,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2006,718,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2007,897,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2008,992,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2009,858,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2010,1088,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2011,1177,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2012,1333,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2013,1230,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2014,1390,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2015,1766,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2016,1851,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2017,1531,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2018,2042,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2019,1913,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2020,1876,
ESTAT:RAIL_GO_CONTWGT(1.0),05/09/24 11:00:00,A,INTL,CNT_SWP,MIO_TKM,CZ,2021,1889,
