DATAFLOW,LAST UPDATE,freq,unit,tra_infr,tra_meas,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2004,2723,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2005,2759,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2006,2791,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2007,2685,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2008,2706,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2009,2712,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2010,2664,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2011,2741,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2012,2741,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2013,2748,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2014,2751,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2015,2759,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2016,2769,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2017,2770,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2018,2770,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2019,2714,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2020,2715,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2021,2852,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,BG,2022,2856,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1990,4749,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1991,4638,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1992,4735,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1993,4735,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1994,4589,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1995,4702,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1996,4719,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1997,4561,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1998,4641,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,1999,4913,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2000,4713,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2001,4827,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2002,4822,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2003,4693,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2004,4840,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2005,4839,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2006,4729,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2007,4884,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2008,4945,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2009,4874,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2010,4923,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2011,4939,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2012,4833,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2013,4999,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2014,5005,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2015,4910,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2016,5067,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2017,5083,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2018,4967,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2019,5120,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2020,5135,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2021,5037,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CH,2022,5037,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1990,2579,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1991,2597,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1992,2593,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1993,2706,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1994,2706,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1995,2640,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1996,2859,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1997,2859,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1998,2859,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,1999,2737,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2000,2749,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2001,2809,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2002,2841,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2003,2858,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2004,2954,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2005,2942,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2006,2958,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2007,3006,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2008,3078,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2009,3153,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2010,3210,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2011,3208,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2012,3217,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2013,3216,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2014,3216,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2015,3237,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2016,3236,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2017,3237,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2018,3235,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2019,3231,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2020,3236,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2021,3234,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,CZ,2022,3234,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1990,14451,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1991,13985,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1992,13986,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1993,14286,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1994,15097,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1995,15845,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1996,15148,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1997,15307,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1998,15469,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,1999,15496.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2000,15528.630,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2001,15536.870,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2002,15540,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2010,17712,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2011,17865,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2012,17859,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2013,17939.963,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2014,18060.934,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2015,18059.843,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2016,18071.406,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2017,18005.513,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2018,17952.517,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2019,18248.331,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2020,18280.740,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2021,18294.789,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DE,2022,18425.635,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1990,172,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1991,287,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1992,312,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1993,312,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1994,312,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1995,238,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1996,238,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1997,420,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1998,436,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,1999,431,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2000,443,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2001,443,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2002,443,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2003,443,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2004,447,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2005,447,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2006,447,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2007,447,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2008,449,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2009,449,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2010,449,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2011,452,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2012,452,s
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2013,452,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2014,449,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2015,449,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2016,449,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2017,454,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2018,558,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2019,558,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2020,604,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2021,631,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,DK,2022,631,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1990,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1991,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1992,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1993,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1994,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1995,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1996,128.400,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1997,129,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1998,129,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,1999,129,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2000,129,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2001,129,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2002,128,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2003,128,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2004,130,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2005,131,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2006,131,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2007,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2008,130,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2009,130,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2010,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2011,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2012,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2013,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2014,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2015,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2016,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2017,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2018,132,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2019,138,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2020,138,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2021,225,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EE,2022,130,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1990,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1991,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1992,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1993,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1994,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1995,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1996,0,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1997,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1998,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,1999,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2000,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2001,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2002,82,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2003,83,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2004,83,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2005,83,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2006,106,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2007,199,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2008,264,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2009,264,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2010,368,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2011,438,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2012,438,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2013,437,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2014,494,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2015,494,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2016,520,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2017,532,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2018,679,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2019,731,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2020,731,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2021,731,
ESTAT:RAIL_IF_LINE_NA(1.0),31/07/24 23:00:00,A,KM,RL_ELC,PAS_FR,EL,2022,738,
