DATAFLOW,LAST UPDATE,freq,dang_gds,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2004,175,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2005,173,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2006,186,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2007,211,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2008,201,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2009,171,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2010,216,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2011,221,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2012,221,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2013,214,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2014,221,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2015,216,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2016,212,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2017,223,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2018,223,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2019,250,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2020,246,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2021,302,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2022,288,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,AT,2023,242,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2004,136,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2005,160,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2006,152,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2007,149,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2008,137,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2009,83,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2010,88,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2011,86,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2013,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2014,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2015,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2016,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2017,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2018,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2019,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2020,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2021,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2022,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BE,2023,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2006,8,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2007,3,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2008,347,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2009,388,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2010,363,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2011,406,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2012,371,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2013,482,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2014,483,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2015,493,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2016,442,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2017,555,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2018,460,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2019,391,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2020,612,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2021,430,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2022,507,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,BG,2023,435,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2008,166,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2009,153,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2010,179,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2011,189,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2012,151,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2013,174,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2014,170,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2015,178,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2016,182,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2017,177,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2018,193,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2019,198,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2020,166,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2021,190,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2022,207,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CH,2023,199,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2004,178,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2005,188,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2006,176,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2007,169,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2008,174,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2009,103,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2010,128,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2011,112,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2012,116,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2013,130,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2014,133,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2015,229,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2016,110,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2017,128,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2018,131,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2019,120,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2020,137,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2021,129,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2022,145,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,CZ,2023,114,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2004,1299,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2005,1341,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2006,1505,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2007,1505,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2008,1548,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2009,1364,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2010,1796,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2011,2093,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2012,2174,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2013,2319,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2014,2474,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2015,2363,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2016,2150,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2017,2534,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2018,2543,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2019,2574,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2020,2076,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2021,1161,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DE,2022,1429,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2004,12,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2005,12,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2006,5,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2007,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2008,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2009,19,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2010,15,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2011,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2012,10,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2013,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2014,22,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2015,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2016,12,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2017,10,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2018,10,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2019,12,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2020,11,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2021,19,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2022,26,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,DK,2023,23,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2004,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2005,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2006,17,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2007,13,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2008,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2009,25,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2010,102,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2011,53,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2012,46,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2013,30,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2014,0,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2015,3,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2016,3,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2017,4,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2018,10,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2019,229,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2020,253,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2021,56,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2022,22,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EE,2023,3,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2004,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2005,27,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2006,26,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2007,9,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2008,8,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2009,7,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2010,10,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2011,7,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2012,4,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2013,6,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2014,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2015,13,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2016,13,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2017,13,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2018,14,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2019,15,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2020,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2021,16,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2022,15,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EL,2023,4,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2004,354,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2005,160,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2006,364,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2007,78,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2008,38,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2009,75,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2010,76,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2011,77,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2012,41,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2013,44,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2014,142,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2015,102,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2016,104,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2017,194,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2018,1520,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2019,204,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2020,74,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2021,136,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2022,155,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,ES,2023,124,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2006,4997,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2013,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2014,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2015,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2016,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2017,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2018,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2007,2019,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2006,4981,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2013,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2014,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2015,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2016,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2017,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2018,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2019,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2020,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2021,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU27_2020,2022,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2006,5006,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2013,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2014,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2015,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2016,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2017,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2018,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,EU28,2019,,c
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,FI,2004,339,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,FI,2005,366,
ESTAT:RAIL_GO_DNGGOOD(1.0),04/09/24 23:00:00,A,CORROS,MIO_TKM,FI,2006,364,
