DATAFLOW,LAST UPDATE,freq,unit,nstr24,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SE,2006,8,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SE,2007,10,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SI,2003,100,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SI,2004,56,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SI,2005,91,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SI,2006,149,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SI,2007,154,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SK,2003,96,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SK,2004,27,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SK,2005,33,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SK,2006,66,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,SK,2007,38,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,TR,2003,161,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,TR,2004,85,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,TR,2005,66,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,TR,2006,26,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,TR,2007,58,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,UK,2003,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,UK,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,UK,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,UK,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,01,UK,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,AT,2003,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,AT,2004,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,AT,2005,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,AT,2006,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,AT,2007,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BE,2003,508,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BE,2004,11,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BE,2005,6,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BE,2006,11,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BE,2007,3,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BG,2006,3,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,BG,2007,2,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CY,2003,,z
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CY,2004,,z
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CY,2005,,z
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CY,2006,,z
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CY,2007,,z
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CZ,2003,5,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CZ,2004,4,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CZ,2005,3,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CZ,2006,4,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,CZ,2007,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DE,2003,168,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DE,2004,152,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DE,2005,122,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DE,2006,122,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DE,2007,95,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DK,2003,12,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DK,2004,11,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DK,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DK,2006,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,DK,2007,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EE,2003,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EE,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EE,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EE,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EE,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EL,2004,2,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EL,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EL,2006,3,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EL,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,ES,2003,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,ES,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,ES,2005,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,ES,2006,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,ES,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EU27_2007,2006,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EU27_2020,2006,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,EU28,2006,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FI,2003,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FI,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FI,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FI,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FI,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FR,2003,183,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FR,2004,166,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FR,2005,151,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FR,2006,152,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,FR,2007,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HR,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HR,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HR,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HR,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HU,2003,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HU,2004,3,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HU,2005,15,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HU,2006,10,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,HU,2007,1,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IE,2003,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IE,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IE,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IE,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IE,2007,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IT,2003,52,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IT,2004,36,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IT,2005,23,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IT,2006,19,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,IT,2007,16,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LT,2003,10,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LT,2004,10,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LT,2005,36,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LT,2006,19,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LT,2007,24,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LU,2003,,c
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LU,2004,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LU,2005,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LU,2006,0,
ESTAT:RAIL_GO_GRGOOD7(1.0),29/07/24 23:00:00,A,MIO_TKM,02,LV,2003,0,
