DATAFLOW,LAST UPDATE,freq,tra_infr,n_tracks,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2014,8232,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2015,8235,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2016,8184,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2017,8189,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2018,8217,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2019,8185,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2020,8184,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2021,8186,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SE,2022,8185,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1990,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1991,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1992,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1993,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1994,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1995,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1996,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1997,499,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1998,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,1999,504,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2000,504,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2001,503.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2002,503.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2003,503.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2004,503.500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2005,502.700,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2006,502.750,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2007,502.750,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2008,502.750,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2009,502.750,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2010,502.750,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2011,500.420,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2012,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2013,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2014,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2015,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2016,500,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2017,610,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2018,610,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2019,610,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2020,610,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2021,610,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SI,2022,605,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1990,1330,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1991,1373,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1992,1373,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1993,1415,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1994,1430,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1995,1472,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1996,1516,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1997,1516,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1998,1535,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,1999,1535,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2000,1536,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2001,1536,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2002,1556,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2003,1558,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2004,1556,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2005,1556,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2006,1557,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2007,1578,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2008,1577,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2009,1577,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2010,1578,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2011,1578,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2012,1586,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2013,1586,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2014,1586,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2015,1587,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2016,1587,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2017,1588,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2018,1587,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2019,1587,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2020,1585,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2021,1585,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,SK,2022,1585,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1990,603,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1991,667,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1992,905,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1993,905,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1994,1093,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1995,1093,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1996,1400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1997,1706,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1998,1706,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,1999,1763,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2000,1752,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2001,1752,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2002,1752,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2003,1752,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2004,1920,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2005,1920,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2006,1920,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2007,1920,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2008,1928,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2009,2313,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2010,2791,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2011,2789,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2012,2840,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2013,2922,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2014,3330,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2015,3423,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2016,3856,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2017,4165,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2018,4784,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2019,5070,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2020,5145,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2021,5377,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,TR,2022,5597,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1990,8113.100,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1991,8331,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1992,8348,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1993,8348,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1994,8512,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1995,8550,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1996,8616,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1997,8774,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1998,8927,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,1999,9104,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2000,9170,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2001,9265,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2012,10242,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2013,10238,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2014,9975,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2015,9974,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2016,9926,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2017,9335,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2018,9346,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2019,9333,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UA,2020,9332,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1990,4729,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1991,4899,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1992,4910,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1993,5098,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1994,4889,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1995,5163,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1996,5176,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1997,5166,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1998,5166,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,1999,5166,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2000,5167,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2001,5167,p
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2002,5167,p
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2003,5167,p
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2004,5200,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2005,5250,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2006,5250,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2007,5250,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2008,5260,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2009,5262,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2010,5371,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2011,5395,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2012,5374,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2013,5377,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2014,5381,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2015,5440,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2016,5483,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2017,5875,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2018,6119,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2019,6158,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2020,6154,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2021,6151,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,UK,2022,6174,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2017,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2018,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2019,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2020,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2021,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_ELC,TOTAL,KM,XK,2022,0,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1990,674,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1991,674,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1992,674,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1993,630,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1994,520,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1995,520,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1996,447,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1997,447,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1998,394,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,1999,394,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2000,400,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2001,409,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2002,428,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2013,346,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2014,346,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2015,379,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2016,334,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2017,334,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2018,334,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2019,234.850,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2020,204.150,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2021,224,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AL,2022,204.150,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1990,2378,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1991,2378,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1992,2358,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1993,2327,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1994,2328,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1995,2254,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1996,2254,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1997,2254,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1998,2259,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,1999,2382,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2000,2226,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2001,2396,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2002,2104,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2003,2229,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2004,2130,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2005,2176,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2006,2182,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2007,2182,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2008,2154,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2009,1747,s
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2010,1949,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2011,1737,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2012,1714,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2013,1677,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2014,1714,
ESTAT:RAIL_IF_LINE_TR(1.0),31/07/24 23:00:00,A,RL_NELC,1,KM,AT,2015,1611,
