DATAFLOW,LAST UPDATE,freq,unit,accident,victim,pers_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2017,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FI,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2006,44,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2007,7,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2008,5,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2009,6,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2010,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2011,15,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2012,6,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2013,7,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2014,10,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2015,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2016,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2017,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2019,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,FR,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2010,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2011,3,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2012,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2016,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HR,2022,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2006,9,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2007,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2011,4,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2013,15,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2014,12,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2016,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2017,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2018,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2019,8,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2020,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2021,3,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,HU,2022,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2006,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2007,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2021,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IE,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2006,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2007,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2009,4,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2010,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2012,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2014,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2018,4,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2019,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2020,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2021,3,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,IT,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LT,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LU,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,LV,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,ME,2013,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,ME,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,ME,2015,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,ME,2016,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2009,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2011,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2012,4,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2013,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2014,43,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2015,10,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,MK,2018,7,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2006,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2010,3,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2011,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2012,8,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2015,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2016,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2017,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2018,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NL,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2007,3,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2011,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2012,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2015,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2019,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,NO,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2006,56,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2007,59,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2008,62,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2009,8,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2010,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2011,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2012,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2015,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2020,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PL,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PT,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PT,2007,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PT,2008,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,OTH,INJ_SRL,TOTAL,PT,2009,0,
