DATAFLOW,LAST UPDATE,freq,unit,accident,victim,pers_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2018,1,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,SK,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2007,5,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2008,25,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2009,2,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2010,4,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2018,25,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,TR,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2007,12,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,TOTAL,UK,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,AT,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BE,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,BG,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CH,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CHUNNEL,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,CZ,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DE,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,DK,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2018,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2019,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2020,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2021,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EE,2022,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2006,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2007,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2008,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2009,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2010,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2011,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2012,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2013,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2014,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2015,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2016,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2017,0,
ESTAT:TRAN_SF_RAILVI(1.0),13/02/24 23:00:00,A,NR,DERAIL,INJ_SRL,UA_PER,EL,2018,0,
