DATAFLOW,LAST UPDATE,freq,tra_infr,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,CZ,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2008,864,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2009,864,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2010,864,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2011,864,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2012,864,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2013,881,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2014,881,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2015,880,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2016,994,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2017,1104,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2018,1104,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2019,1104,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2020,1104,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2021,1103.561,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DE,2022,1103.561,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2008,0,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2009,0,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2010,0,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2011,0,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2012,0,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2019,57,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2020,57,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2021,57,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,DK,2022,57,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EE,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EL,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2008,1244,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2009,1244,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2010,1684,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2011,1759,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2012,1809,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2013,1919,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2014,1908,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2015,1908,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2016,2503,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2017,2483,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2018,2483,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2019,2624.181,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2020,2890.100,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2021,3035.004,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,ES,2022,3141.777,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2008,4734,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2009,4970,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2010,5371,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2012,5681,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2013,5812,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2014,5859,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2015,5865,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2016,6697,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2017,7412,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2018,7412,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2019,7610.181,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2020,7856.100,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2021,8001.565,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,EU27_2020,2022,8108.338,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2015,0,b
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FI,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2008,1865,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2009,1884,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2010,1884,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2011,2036,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2012,2036,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2013,2036,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2014,2036,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2015,2043,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2016,2166,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2017,2791,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2018,2791,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2019,2791,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2020,2771,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2021,2771,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,FR,2022,2771,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,GE,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HR,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,HU,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IE,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2008,532,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2009,677,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2010,638,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2011,652,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2012,671,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2013,675,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2014,733,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2015,733,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2016,733,s
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2017,733,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2018,733,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2019,733,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2020,733,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2021,734,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,IT,2022,734,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2019,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2020,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2021,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LT,2022,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2008,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2009,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2010,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2011,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2012,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2013,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2014,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2015,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2016,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2017,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2018,0,
ESTAT:RAIL_IF_LINE_SP(1.0),31/07/24 23:00:00,A,RL_DHSPD,KM,LU,2019,0,
