DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2011,2687,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2012,2734,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2013,2552,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2014,2608,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2015,2511,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2016,2608,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2017,2532,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2018,2379,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2019,2313,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2020,2204,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2021,2234,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,EU27_2020,2022,2399,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2006,42,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2007,54,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2008,52,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2009,62,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2010,44,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2011,64,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2012,32,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2013,55,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2014,64,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2015,48,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2016,60,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2017,56,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2018,48,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2019,58,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2020,53,
ESTAT:TRAN_SF_RAILSU(1.0),13/02/24 23:00:00,A,NR,FI,2021,35,
