DATAFLOW,LAST UPDATE,freq,train,vehicle,mot_nrg,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2015,8019,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2016,7620,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2017,6803,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2018,7155,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2019,7626,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2020,6990,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2021,6279,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SE,2022,6404,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2013,1195,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2014,2128,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2015,1795,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2016,1375,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2017,1134,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2018,956,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2019,789,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2020,580,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2021,563,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SI,2022,483,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2013,6669,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2014,6356,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2015,7173,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2016,7245,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2017,6887,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2018,6756,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2019,6700,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2020,6095,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2021,6837,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,SK,2022,6729,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2013,19585,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2014,25693,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2015,23634,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2016,21335,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2017,23259,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2018,24233,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2019,23007,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,TR,2020,19803,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2013,37298,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2014,33131,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2015,32536,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2016,3379,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2017,34006,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2018,31863,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,UA,2019,30231,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,XK,2017,254.898,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,XK,2018,213.663,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,XK,2019,266.891,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,XK,2020,19.459,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,DIE,THS_TRKM,XK,2021,28.715,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2013,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2014,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2015,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2016,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2017,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2018,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2019,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2020,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2021,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AL,2022,0,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AT,2018,92153,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AT,2019,86162,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AT,2020,79620,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,AT,2021,86083,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,BA,2013,3424,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,BA,2014,3283,
ESTAT:RAIL_TF_TRAVEH(1.0),31/07/24 23:00:00,A,TOTAL,LOC,ELC,THS_TRKM,BA,2015,3620,
