DATAFLOW,LAST UPDATE,freq,unit,power,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2016,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2017,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2018,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2019,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2020,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2021,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EE,2022,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1990,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1991,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1992,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1993,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1994,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1995,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1996,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1997,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1998,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,1999,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2000,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2001,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2002,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2003,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2004,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2005,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2006,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2007,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2008,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2009,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2010,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2011,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2012,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2013,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2014,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2015,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2016,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2017,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2018,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2019,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2020,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2021,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,EL,2022,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1990,48,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1991,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1992,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1993,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1994,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1995,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1996,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1997,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1998,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,1999,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2000,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2001,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2002,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2003,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2004,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2005,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2006,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2007,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2008,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2009,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2010,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2011,19,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2012,18,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2013,346,b
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2014,382,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2015,400,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2016,736,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2017,792,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2018,852,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2019,809.577,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2020,809.577,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2021,809.577,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,ES,2022,811.356,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2004,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2005,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2006,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2007,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2008,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2009,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2010,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2012,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2013,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2014,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2015,0,b
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2016,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2017,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2018,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2019,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2020,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2021,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FI,2022,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1990,5869,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1991,5871,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1992,5896,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1993,5894,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1994,5880,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1995,5833,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1996,5838,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1997,5864,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1998,5835,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,1999,5835,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2000,5834,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2001,5823,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2002,5822,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2003,5822,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2004,5839,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2005,5899,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2006,5898,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2007,5897,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2008,5898,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2009,5886,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2010,5863,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2011,5796,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2012,5726,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2013,5656,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2014,5718,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2015,5702,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2016,5741,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2017,5725,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2018,5725,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2019,5730,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2020,5710.329,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2021,5701,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,FR,2022,5703.083,s
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,GE,1995,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,GE,1996,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,GE,1997,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,GE,1998,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,GE,1999,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1992,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1993,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1994,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1995,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1996,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1997,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1998,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,1999,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2000,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2001,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2002,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2003,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2004,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2005,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2006,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2007,,z
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2008,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2009,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2010,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2011,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2012,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2013,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2014,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2015,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2016,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2017,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2018,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2019,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2020,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2021,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HR,2022,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1990,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1991,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1992,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1993,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1994,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1995,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1996,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1997,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1998,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,1999,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2000,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2001,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2002,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2004,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2005,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2006,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2007,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2008,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2009,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2010,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2011,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2012,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2013,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2015,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2016,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2017,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2018,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2019,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2020,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2021,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,HU,2022,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1990,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1991,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1992,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1993,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1994,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1995,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1996,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1997,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1998,37,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,1999,47,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2000,47,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2001,47,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2002,48,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2003,49,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2004,50,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2005,51,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2006,52,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2007,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2008,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2009,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2010,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2011,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2012,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2013,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2014,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2015,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2016,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2017,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2018,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2019,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2020,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2021,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IE,2022,53,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1990,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1991,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1992,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1993,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1994,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1995,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1996,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1997,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1998,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,1999,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2000,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2001,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2002,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2003,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2004,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2005,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2006,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2007,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2008,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2009,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2010,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2011,0,
ESTAT:RAIL_IF_ELECTRI(1.0),31/07/24 23:00:00,A,KM,DC1500,IT,2012,0,
