DATAFLOW,LAST UPDATE,freq,unit,nst07,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,EL,2021,50,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,EL,2022,35,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,EL,2023,9,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2008,793,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2009,269,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2010,464,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2011,679,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2012,805,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2013,1102,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2014,1305,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2015,1241,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2016,1085,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2017,1049,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2018,1015,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2019,1023,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2020,847,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2021,948,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2022,995,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ES,2023,990,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2008,10669,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2009,8478,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2010,8837,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2011,8790,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2012,8682,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2013,8164,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2014,7886,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2015,7847,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2016,8039,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2017,8479,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2018,8493,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2019,8098,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2020,7450,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2021,9602,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2022,7058,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FI,2023,6744,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2008,1353,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2009,1630,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2010,1579,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2011,1119,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2012,1415,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2013,1674,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2014,1076,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2015,900,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2016,781,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2017,656,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2018,666,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2019,481,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2020,513,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2021,707,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2022,480,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,FR,2023,247,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2008,593,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2009,377,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2010,381,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2011,322,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2012,267,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2013,221,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2014,139,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2015,107,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2016,101,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2017,81,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2018,83,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2019,102,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2020,215,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2021,181,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2022,141,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HR,2023,87,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2008,2983,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2009,2327,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2010,2444,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2011,1481,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2012,1333,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2013,1578,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2014,1428,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2015,1240,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2016,1478,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2017,1717,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2018,1932,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2019,1291,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2020,1833,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2021,1786,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2022,1450,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,HU,2023,521,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2008,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2009,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2010,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2011,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2012,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2013,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2014,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2015,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2016,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2021,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2022,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IE,2023,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2008,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2009,1578,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2010,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2011,3068,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2012,2572,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2013,2028,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2014,2040,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2015,1824,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2016,1371,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2017,1981,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2018,1893,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2019,1834,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2020,1934,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2021,1933,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2022,1468,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,IT,2023,1324,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2008,1288,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2009,783,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2010,1048,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2011,1250,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2012,959,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2013,1016,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2014,970,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2015,866,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2016,1110,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2017,1157,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2018,1199,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2019,1233,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2020,978,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2021,902,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2022,453,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LT,2023,51,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2012,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2013,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2016,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2021,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2022,3,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LU,2023,1,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2008,1036,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2009,669,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2010,878,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2011,913,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2012,966,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2013,931,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2014,1015,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2015,1532,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2016,1607,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2017,1112,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2018,1680,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2019,2044,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2020,2148,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2021,1877,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2022,1203,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,LV,2023,460,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ME,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ME,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ME,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ME,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,ME,2022,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2009,383,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2010,290,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2011,203,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2012,168,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2013,160,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2014,152,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2015,114,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2016,97,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2017,98,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2018,90,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2019,90,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2020,74,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2021,73,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,MK,2022,38,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2008,888,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2009,708,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2010,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2011,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2012,908,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2013,647,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2014,669,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2015,905,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2016,962,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2017,669,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2018,635,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2019,499,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2020,691,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2021,704,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2022,722,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NL,2023,571,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2008,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2009,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2010,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2011,335,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2012,159,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2013,1631,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2014,3159,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2015,2368,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2016,2284,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2017,1998,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2018,1800,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2019,476,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2020,570,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2021,370,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2022,227,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,NO,2023,84,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2008,1414,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2009,1042,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2010,1258,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2011,1154,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2012,1338,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2013,1483,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2014,1756,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2015,1789,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2016,1684,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2017,1926,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2018,2083,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2019,2123,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2020,1979,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2021,1938,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2022,1729,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PL,2023,845,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2008,353,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2009,593,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2010,922,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2011,204,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2012,273,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2013,243,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2014,264,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2015,361,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2016,332,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2017,261,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2018,215,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2019,237,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2020,237,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,THS_T,GT06,PT,2021,255,
