DATAFLOW,LAST UPDATE,freq,unit,nst07,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ES,2023,529,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2007,2013,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2007,2016,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2007,2017,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2007,2018,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2007,2019,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2013,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2016,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2017,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2018,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2019,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2020,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2021,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU27_2020,2022,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU28,2013,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU28,2016,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU28,2017,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU28,2018,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,EU28,2019,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2008,2683,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2009,1970,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2010,2089,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2011,2023,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2012,1990,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2013,1813,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2014,1726,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2015,1756,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2016,1820,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2017,1924,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2018,2055,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2019,1886,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2020,1766,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2021,1945,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2022,1808,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FI,2023,1697,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2008,730,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2009,985,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2010,985,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2011,587,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2012,578,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2013,606,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2014,340,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2015,313,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2016,317,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2017,332,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2018,470,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2019,223,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2020,285,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2021,409,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2022,287,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,FR,2023,131,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2008,134,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2009,84,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2010,85,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2011,68,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2012,51,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2013,45,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2014,31,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2015,24,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2016,23,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2017,17,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2018,16,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2019,29,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2020,52,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2021,36,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2022,32,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HR,2023,16,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2008,486,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2009,419,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2010,464,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2011,286,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2012,267,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2013,353,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2014,321,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2015,259,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2016,342,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2017,398,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2018,487,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2019,324,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2020,479,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2021,492,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2022,505,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,HU,2023,140,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2008,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2009,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2010,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2011,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2012,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2013,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2014,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2015,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2016,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2021,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2022,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IE,2023,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2008,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2009,733,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2010,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2011,806,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2012,743,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2013,545,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2014,449,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2015,442,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2016,447,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2017,500,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2018,478,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2019,497,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2020,515,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2021,557,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2022,421,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,IT,2023,342,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2008,296,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2009,186,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2010,228,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2011,267,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2012,219,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2013,259,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2014,244,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2015,201,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2016,250,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2017,205,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2018,241,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2019,283,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2020,244,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2021,212,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2022,105,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LT,2023,10,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2012,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2013,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2016,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2021,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2022,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LU,2023,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2008,316,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2009,212,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2010,283,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2011,292,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2012,320,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2013,275,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2014,305,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2015,442,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2016,445,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2017,309,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2018,506,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2019,629,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2020,654,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2021,744,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2022,340,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,LV,2023,112,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ME,2017,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ME,2018,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ME,2019,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ME,2020,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,ME,2022,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2009,89,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2010,68,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2011,46,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2012,39,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2013,38,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2014,36,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2015,27,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2016,22,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2017,22,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2018,21,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2019,21,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2020,18,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2021,17,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,MK,2022,9,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2008,153,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2009,119,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2010,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2011,,c
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2012,144,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2013,88,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2014,131,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2015,172,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2016,187,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2017,120,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2018,116,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2019,88,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2020,121,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2021,126,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2022,132,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NL,2023,103,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2008,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2009,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2010,0,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2011,47,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2012,21,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2013,124,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2014,205,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2015,224,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2016,182,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2017,358,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2018,306,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2019,110,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2020,112,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2021,90,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2022,59,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,NO,2023,21,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2008,567,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2009,354,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2010,428,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2011,378,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2012,428,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2013,489,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2014,521,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2015,454,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2016,398,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2017,527,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2018,560,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2019,398,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2020,525,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2021,570,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2022,571,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PL,2023,293,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PT,2008,106,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PT,2009,180,
ESTAT:RAIL_GO_GRPGOOD(1.0),04/09/24 23:00:00,A,MIO_TKM,GT06,PT,2010,271,
