DATAFLOW,LAST UPDATE,freq,vehicle,mot_nrg,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1992,653,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1993,647,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1994,642,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1995,626,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1996,605,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1997,603,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1998,586,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,1999,568,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2000,572,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2001,568,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2002,555,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2003,544,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2004,525,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2005,529,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2006,535,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2007,530,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2008,549,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2009,550,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2010,544,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2011,542,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2012,542,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2013,537,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2014,540,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2015,547,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2016,543,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2017,543,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2018,539,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2019,549,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,TR,2020,565,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1992,4514,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1993,4439,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1994,4280,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1995,4058,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1996,3739,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1997,3181,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1998,3020,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,1999,2848,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2000,2782,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2001,2698,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2012,2424,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2013,2320,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2014,2152,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2015,2151,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2016,2151,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2017,1924,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2018,1944,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2019,1986,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UA,2020,1982,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UK,1990,1964,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UK,1991,1839,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UK,1992,1766,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UK,1993,1635,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,UK,1994,1629,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,XK,2017,9,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,XK,2018,9,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,XK,2019,9,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,XK,2020,9,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,XK,2021,9,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1993,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1994,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1995,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1996,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1997,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1998,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,1999,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2000,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2001,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2002,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2013,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2014,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2015,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2016,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2017,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2018,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2019,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2020,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2021,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AL,2022,0,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1990,725,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1991,745,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1992,751,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1993,737,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1994,776,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1995,760,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1996,759,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,1997,758,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2000,767,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2001,773,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2002,751,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2007,914,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2010,898,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2011,898,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2012,919,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2013,888,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2014,889,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2015,868,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2016,844,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2017,851,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2018,824,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2019,836,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2020,907,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2021,876,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,AT,2022,857,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,1992,87,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,1999,51,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2000,79,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2001,80,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2010,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2011,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2012,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2013,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2014,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2015,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2016,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2017,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2018,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2019,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2020,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2021,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BA,2022,75,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1990,381,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1991,380,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1992,378,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1993,377,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1994,376,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1995,376,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1996,376,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1997,375,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1998,372,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,1999,383,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2000,404,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2001,427,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2002,427,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2003,387,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2004,384,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2005,383,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2006,370,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2007,370,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2008,370,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2009,337,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BE,2021,269,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1990,365,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1991,353,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1992,347,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1993,347,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1994,348,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1995,342,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1996,335,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1997,323,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1998,305,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,1999,304,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2000,292,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2001,291,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2002,269,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2003,269,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2004,266,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2008,263,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2009,258,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2010,245,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2011,199,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2012,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,BG,2013,237,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1990,1158,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1991,1157,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1992,1188,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1993,1219,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1994,1224,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1995,1192,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CH,1996,1133,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1993,1069,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1994,1059,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1995,1097,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1996,1092,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1997,1089,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1998,1073,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,1999,1051,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2000,1029,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2001,980,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2002,940,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2003,940,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2004,937,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2005,933,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2006,970,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2007,971,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2008,945,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2009,863,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2010,853,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2011,860,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2012,864,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2013,770,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2014,754,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2015,777,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2016,814,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2017,844,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2018,843,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2019,886,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2020,878,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2021,977,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,CZ,2022,980,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1990,2533,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1991,3891,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1992,3899,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1993,3771,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1994,3718,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1995,3563,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1996,3675,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1997,3747,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1998,3773,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,1999,3709,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,2000,3647,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,2001,3509,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,2002,3232,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,2015,2019,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DE,2020,2313,b
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1990,10,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1991,10,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1992,10,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1993,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1994,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1995,22,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1996,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1997,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1998,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,1999,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2000,22,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2001,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2002,35,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2003,35,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2004,35,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2005,35,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2006,32,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2007,27,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2008,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2009,41,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2010,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2011,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2012,36,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,ELC,NR,DK,2013,36,
