DATAFLOW,LAST UPDATE,freq,vehicle,mot_nrg,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1993,74,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1994,77,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1995,77,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1996,72,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1997,70,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1998,68,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,1999,68,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2000,68,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2001,68,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2002,58,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2013,52,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2014,52,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2015,38,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2016,38,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2017,38,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2018,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2019,34,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2020,21,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2021,21,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AL,2022,18,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1990,489,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1991,498,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1992,507,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1993,492,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1994,548,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1995,539,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1996,532,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1997,530,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1998,525,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,1999,450,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2000,490,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2001,493,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2002,430,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2007,510,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2010,520,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2011,514,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2012,542,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2013,464,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2014,464,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2015,432,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2016,413,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2017,390,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2018,362,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2019,368,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2020,356,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2021,350,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,AT,2022,328,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,1992,87,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,1999,104,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2000,103,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2001,103,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2010,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2011,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2012,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2013,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2014,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2015,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2016,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2017,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2018,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2019,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2020,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2021,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BA,2022,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1990,659,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1991,660,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1992,653,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1993,663,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1994,587,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1995,601,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1996,591,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1997,575,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1998,571,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,1999,556,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2000,565,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2001,538,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2002,487,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2003,375,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2004,385,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2005,377,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2006,347,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2007,328,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2008,274,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2009,233,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BE,2021,330,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1990,637,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1991,612,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1992,596,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1993,592,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1994,530,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1995,530,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1996,478,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1997,450,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1998,410,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,1999,410,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2000,391,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2001,383,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2002,334,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2003,334,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2004,314,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2008,291,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2009,272,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2010,235,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2011,252,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2012,200,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,BG,2013,221,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1990,277,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1991,273,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1992,281,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1993,269,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1994,271,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1995,262,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CH,1996,260,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1993,1943,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1994,1854,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1995,1855,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1996,1853,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1997,1866,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1998,1831,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,1999,1780,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2000,1778,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2001,1636,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2002,1510,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2003,1512,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2004,1494,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2005,1390,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2006,1474,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2007,1416,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2008,1247,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2009,1162,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2010,1201,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2011,1185,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2012,1192,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2013,1126,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2014,1109,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2015,1110,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2016,1156,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2017,1132,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2018,1120,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2019,1082,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2020,1088,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2021,1145,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,CZ,2022,1165,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1990,3417,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1991,7516,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1992,7278,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1993,6666,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1994,6310,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1995,5356,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1996,5108,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1997,4820,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1998,4071,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,1999,3722,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,2000,3393,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,2001,2597,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,2002,2698,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,2015,1013,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DE,2020,2258,b
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1990,366,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1991,353,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1992,345,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1993,316,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1994,311,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1995,293,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1996,279,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1997,243,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1998,221,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,1999,217,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2000,193,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2001,153,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2002,147,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2003,157,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2004,150,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2005,148,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2006,108,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2007,106,s
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2008,100,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2009,97,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2010,95,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2011,97,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2012,94,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2013,89,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2014,93,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2015,89,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2016,90,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2017,90,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2018,90,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2019,86,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2020,76,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2021,48,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,DK,2022,47,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1992,119,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1993,120,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1994,120,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1995,116,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1996,116,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1997,114,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1998,111,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,1999,117,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2000,115,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2001,117,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2002,171,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2003,178,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2004,273,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2005,265,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2006,265,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2007,313,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2008,309,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2009,306,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2010,318,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2011,303,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2012,291,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2013,293,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2014,297,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2015,287,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2016,287,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2017,281,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2018,276,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2019,200,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2020,187,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2021,172,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EE,2022,173,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1990,233,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1991,233,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1992,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1993,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1994,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1995,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1996,234,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1998,260,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,1999,152,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2000,146,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2001,145,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2002,144,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2003,142,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2004,151,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2005,150,
ESTAT:RAIL_EQ_LOCON(1.0),31/07/24 23:00:00,A,LOC,DIE,NR,EL,2006,144,
