DATAFLOW,LAST UPDATE,freq,unit,accident,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,RO,2022,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2006,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2007,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2008,14,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2009,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2010,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2011,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2012,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2013,9,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2014,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2015,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2016,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2017,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2018,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2019,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2020,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2021,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SE,2022,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2006,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2007,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2008,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2009,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2010,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2011,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2012,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2013,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2014,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2015,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2016,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2017,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2018,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2019,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2020,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2021,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SI,2022,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2006,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2007,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2008,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2009,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2010,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2011,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2012,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2013,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2014,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2015,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2016,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2017,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2018,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2019,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2020,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2021,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,SK,2022,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2006,96,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2007,89,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2008,104,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2009,63,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2010,52,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2011,51,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2012,32,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2013,22,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2014,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2015,28,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2016,23,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2017,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2018,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2020,22,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,TR,2021,26,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2006,22,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2007,20,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2008,14,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2009,12,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2010,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2011,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2012,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2013,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2014,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2015,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2016,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2017,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2018,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2019,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,DERAIL,UK,2020,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2006,40,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2007,55,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2008,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2009,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2010,33,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2011,43,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2012,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2013,37,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2014,27,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2015,33,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2016,31,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2017,26,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2018,19,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2019,24,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2020,19,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2021,19,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,AT,2022,33,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2006,56,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2007,76,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2008,56,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2009,31,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2010,17,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2011,16,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2012,18,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2013,13,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2014,21,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2015,14,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2016,12,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2017,12,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2018,15,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2019,15,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2020,13,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2021,15,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BE,2022,14,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2006,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2007,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2008,9,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2009,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2010,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2011,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2012,15,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2013,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2014,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2015,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2016,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2017,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2018,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2019,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2020,9,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2021,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,BG,2022,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2009,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2010,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2011,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2012,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2013,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2014,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2015,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2016,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2017,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2018,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2019,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2020,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2021,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CH,2022,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2007,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2008,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2009,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2010,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2011,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2012,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2013,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2014,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2015,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2016,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2017,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2018,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2019,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2020,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2021,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CHUNNEL,2022,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2006,104,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2007,48,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2008,53,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2009,42,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2010,57,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2011,34,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2012,47,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2013,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2014,46,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2015,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2016,34,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2017,36,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2018,47,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2019,46,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2020,44,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2021,44,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,CZ,2022,43,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2006,181,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2007,97,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2008,76,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2009,64,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2010,73,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2011,56,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2012,79,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2013,59,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2014,67,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2015,61,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2016,50,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2017,73,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2018,66,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2019,55,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2020,48,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2021,53,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DE,2022,76,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2006,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2007,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2008,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2009,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2010,9,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2011,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2012,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2013,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2014,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2015,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2016,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2017,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2018,3,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2019,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2020,0,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2021,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,DK,2022,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2007,33,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2008,12,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2009,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2010,17,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2011,15,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2012,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2013,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2014,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2015,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2016,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2017,13,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2018,17,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2019,4,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2020,2,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2021,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EE,2022,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2006,25,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2007,22,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2008,17,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2009,26,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2010,16,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2011,8,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2012,6,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2013,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2014,10,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2015,11,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2016,1,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2017,5,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2018,7,
ESTAT:TRAN_SF_RAILAC(1.0),13/02/24 23:00:00,A,NR,LVLCROS,EL,2019,7,
