DATAFLOW,LAST UPDATE,freq,unit,accident,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,HU,2021,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,HU,2022,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2006,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2007,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2008,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2009,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2010,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2011,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2012,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2013,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2014,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2015,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2016,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2017,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2018,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2019,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2020,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2021,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IE,2022,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2010,5,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2011,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2012,1,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2013,1,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2014,2,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2015,0,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2016,1,
ESTAT:TRAN_SF_RAILDG(1.0),13/02/24 23:00:00,A,NR,DGD,IT,2017,0,
