DATAFLOW,LAST UPDATE,freq,unit,tra_infr,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2012,2328,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2013,2328,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2014,2328.400,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2015,2337.200,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2016,2337.200,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2017,2337.200,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2018,2337.200,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2019,2393.690,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2020,2393.690,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2021,2489.211,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,PT,2022,2489.211,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1990,8039,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1991,8632,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1992,8633,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1993,8594,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1994,8594,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1995,8680,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1996,8702,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1997,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1998,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,1999,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2000,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2001,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2002,8700,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2003,8600,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2004,8656,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2005,8531,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2006,8513,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2007,8509,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2008,8484,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2009,8510,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2010,8570,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2011,8513,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2012,8511,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2013,8549,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2014,8533,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2015,8525,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2016,8525,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2017,8523,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2018,8522,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2019,8519,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2020,8528,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2021,8530,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RO,2022,8500,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2006,1254,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2007,1254,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2008,1254,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2009,1254,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2010,1279,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2011,2289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2012,2269,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2013,2269,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2014,2266,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2015,2399,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2016,2399,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2017,2398,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2018,2398,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2019,2384,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2020,2356,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2021,2356,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,RS,2022,2415,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1990,11025,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1991,11394,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1992,11380,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1993,8529,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1994,8558,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1995,8824,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1996,8909,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1997,8928,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1998,8953,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,1999,8986,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2002,10714,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2003,10672,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2004,10796,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2005,10942,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2006,11064,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2007,11254,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2008,11314,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2009,11467,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2010,11513,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2011,11740,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2012,11952,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2013,12035,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2014,12139,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2015,12144,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2016,12089,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2017,12121,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2018,12146,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2019,12143,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2020,12166,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2021,12152,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SE,2022,12155,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1992,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1993,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1994,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1995,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1996,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1997,1094,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1998,1095,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,1999,1294,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2000,1279,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2001,1286,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2002,1283.100,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2003,1282.900,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2004,1282.900,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2005,1281.600,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2006,1277.740,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2007,1281.590,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2008,1281.600,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2009,1281.600,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2010,1281.070,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2011,1288,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2012,1289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2013,1289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2014,1289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2015,1289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2016,1289,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2017,1465,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2018,1465,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2019,1465,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2020,1579,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2021,1579,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SI,2022,1455,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1990,1330,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1991,1373,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1992,1373,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1993,1415,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1994,1430,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1995,1472,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1996,1516,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1997,1516,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1998,1535,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,1999,1535,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2000,1536,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2001,1536,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2002,1556,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2003,1558,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2004,1556,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2005,1556,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2006,1557,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,SK,2007,1578,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1990,721,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1991,877,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1992,1033,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1993,1033,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1994,1093,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1995,1093,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1996,1824,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1997,1945,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1998,2065,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,1999,2133,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2000,2122,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2001,2122,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2002,2122,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2003,2082,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2004,2274,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2005,2274,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2006,2274,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2007,2274,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2008,2282,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2009,2670,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2010,3161,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2011,3159,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2012,3216,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2013,3304,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2014,3748,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2015,3854,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2016,4350,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2017,4660,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2018,5467,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2019,5753,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2020,5828,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,TR,2021,5986,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1990,8113.100,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1991,8319,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1992,8364.900,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1993,8344.200,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1994,8508.100,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UA,1995,8546.100,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1992,12385,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1993,12498,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1994,12357,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1995,12553,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1996,12553,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1997,12553,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1998,12553,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,1999,12553,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2000,12162,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2001,12000,p
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2002,12000,p
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2003,12000,p
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2004,12000,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2005,12319,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2006,12453,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2007,12541,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2008,12534,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2009,12560,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2010,12821,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2011,12821,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2012,13028,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2013,13105,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2014,13252,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2015,13281,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2016,13264,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2017,14347,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2018,14292,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2019,14474,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2020,14532,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2021,14539,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,UK,2022,14578,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2017,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2018,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2019,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2020,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2021,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_ELC,XK,2022,0,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,1993,720,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,1994,720,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,1995,720,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,1998,667,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,1999,667,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2000,667,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2001,543,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2002,597.300,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2013,346,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2014,346,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2015,379,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2016,334,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2017,334,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2018,334,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2019,234.850,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2020,204.150,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2021,224,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AL,2022,204.150,
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AT,2002,3694,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AT,2003,3712,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AT,2004,2399,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AT,2005,2724,s
ESTAT:RAIL_IF_TRACKS(1.0),31/07/24 23:00:00,A,KM,RT_NELC,AT,2006,2561,s
